id,temporada,liga,xG,npxG,npG-xG,npxg_goals,shots,np_shots,xA,key_passes
4kfx8fzf54bli2a2o0i3fvhed,2025-2026,LaLiga,0.26,0.26,-0.26,0,7,7,0.38,9
e5xv1rmy69kwuxjxin653ojqh,2025-2026,LaLiga,0.26,0.26,-0.26,0,5,5,0.0,0
40gxfsz7bgrkdudqewlpxzyzt,2025-2026,LaLiga,0.25,0.25,-0.25,0,5,5,1.81,28
9rfwfsz5cmckyjripqgtbc7op,2025-2026,LaLiga,0.25,0.25,-0.25,0,5,5,0.79,6
3v254jhofauiadp9vzb7rb21g,2025-2026,LaLiga,0.25,0.25,-0.25,0,4,4,0.07,2
e1g4cho31825bw7apvh9xr0x6,2025-2026,LaLiga,0.24,0.24,-0.24,0,6,6,2.92,22
esru3us4k7xaj6hjycz78pdsk,2025-2026,LaLiga,0.23,0.23,-0.23,0,4,4,0.13,3
6l1y87tlepsvr83d8y2qifeqy,2025-2026,LaLiga,0.23,0.23,-0.23,0,6,6,1.94,17
3kx4mltrob4yta5g6kr2u8ic5,2025-2026,LaLiga,0.23,0.23,-0.23,0,5,5,1.23,15
1am59svvwz5idpdjq307dd5hw,2025-2026,LaLiga,0.22,0.22,-0.22,0,4,4,0.25,4
9lzqgedy6aaouokqenirdbu38,2025-2026,LaLiga,0.22,0.22,-0.22,0,4,4,0.05,1
16mj3l623plqx1hm9zvpvn5yh,2025-2026,LaLiga,0.21,0.21,-0.21,0,3,3,0.12,3
45s1v9805id09m5zkcylueod1,2025-2026,LaLiga,0.21,0.21,-0.21,0,4,4,0.46,5
7bs0ph4yksf6lvkg91u9nqzqi,2025-2026,LaLiga,0.21,0.21,-0.21,0,4,4,0.25,6
5tsp2m5z3xie07ax0wq1qqsix,2025-2026,LaLiga,0.21,0.21,0.79,1,4,4,0.46,4
czo50ep8l8ubnp8ifn6bx87pw,2025-2026,LaLiga,0.2,0.2,-0.2,0,5,5,0.14,4
evyeubmelkx90xby5p9i38woa,2025-2026,LaLiga,0.2,0.2,-0.2,0,5,5,0.93,14
b91n9sdabth8oocdawayybdud,2025-2026,LaLiga,0.2,0.2,-0.2,0,5,5,0.98,15
3gsprcdyogabeb8lr2y0bmytx,2025-2026,LaLiga,0.2,0.2,-0.2,0,4,4,0.63,4
9jw0h4escxh3eqz8oh860r3yt,2025-2026,LaLiga,0.2,0.2,0.8,1,4,4,0.08,2
5cti09ebqg7or3stoh5k2mo7o,2025-2026,LaLiga,0.2,0.2,-0.2,0,4,4,0.25,6
z0qe6u5fvgrjy0jzk1qhbgq2,2025-2026,LaLiga,0.2,0.2,0.8,1,3,3,0.76,10
7mvqysbmyf6uj3jny3qpqw2ga,2025-2026,LaLiga,0.19,0.19,-0.19,0,5,5,2.89,28
bqb9wziyiw0rngildx44uhxbd,2025-2026,LaLiga,0.19,0.19,-0.19,0,3,3,0.17,4
ac5f9msbvijksbq5s2ivwh979,2025-2026,LaLiga,0.18,0.18,-0.18,0,3,3,2.71,23
9see13i1f0n1ju4uhs8sijutx,2025-2026,LaLiga,0.18,0.18,-0.18,0,4,4,0.19,5
f5blplnlgn04f54kqsfx1b7qh,2025-2026,LaLiga,0.18,0.18,-0.18,0,3,3,0.03,1
bh4a2zneilpvi1t7etuhkfl61,2025-2026,LaLiga,0.18,0.18,0.82,1,4,4,0.11,3
c4je25rkbg2n45xs5iurevhlh,2025-2026,LaLiga,0.17,0.17,0.83,1,2,2,0.17,4
cywgibmici8hwp1ad1nhk3ufp,2025-2026,LaLiga,0.16,0.16,-0.16,0,3,3,0.16,2
2f1s166mgypfd94gce3k2cnx0,2025-2026,LaLiga,0.16,0.16,-0.16,0,3,3,0.05,1
9ksawmk9ligul6vfjihf50r8,2025-2026,LaLiga,0.16,0.16,-0.16,0,3,3,0.31,2
6lz4bncnjfcm7wrtuiovguv2t,2025-2026,LaLiga,0.15,0.15,-0.15,0,3,3,0.88,4
2b231y5sxluy2p7lv5kywv4ve,2025-2026,LaLiga,0.14,0.14,-0.14,0,2,2,0.45,3
135s5jb8qkcap8ec8cv47p9sl,2025-2026,LaLiga,0.14,0.14,-0.14,0,3,3,0.06,1
v7isqpxiursyjhj5rmhyhjv9,2025-2026,LaLiga,0.14,0.14,-0.14,0,3,3,0.1,2
7udphhcokm6vralyz5gkovxsl,2025-2026,LaLiga,0.13,0.13,-0.13,0,2,2,0.09,2
5e8sf5791x5g5m9vmct6s3itw,2025-2026,LaLiga,0.13,0.13,-0.13,0,3,3,0.44,2
7r7wgbcu7vmlj19m9jpjhu1yi,2025-2026,LaLiga,0.12,0.12,-0.12,0,3,3,1.91,25
53bjqee7oomr7czgfmm1mcy96,2025-2026,LaLiga,0.12,0.12,-0.12,0,3,3,0.15,4
6w5wyari2p4bh2zzy2x2f6hg5,2025-2026,LaLiga,0.12,0.12,-0.12,0,3,3,0.0,0
3r4r3w44ski0d4175zfe1iy38,2025-2026,LaLiga,0.12,0.12,-0.12,0,2,2,0.04,1
q00t04zyy8idanvhpee3ubu2,2025-2026,LaLiga,0.12,0.12,-0.12,0,3,3,0.13,3
9ak3zczupeken1itsmkherbh1,2025-2026,LaLiga,0.11,0.11,-0.11,0,3,3,0.67,11
4aszgga510z652sajxoea2has,2025-2026,LaLiga,0.11,0.11,-0.11,0,3,3,1.5,19
4eezya3lwcwur6c8s6rl0rzvu,2025-2026,LaLiga,0.11,0.11,-0.11,0,2,2,1.53,7
dlxi9jrz36ge900qdsd9c0mlm,2025-2026,LaLiga,0.11,0.11,-0.11,0,3,3,0.13,3
4ydaw14cc5uj77o8uafvt3578,2025-2026,LaLiga,0.11,0.11,-0.11,0,2,2,0.0,0
i48mf81fxn2af1xxjzfi8gr9,2025-2026,LaLiga,0.1,0.1,-0.1,0,3,3,0.43,9
cddggachzf198p1yhq9owtofd,2025-2026,LaLiga,0.1,0.1,-0.1,0,3,3,0.03,1
5cw4n6kdaa7imeyaiuo2pnq39,2025-2026,LaLiga,0.09,0.09,0.91,1,2,2,0.72,9
ej7ydno7l3dv6xiqpaxrxbmqd,2025-2026,LaLiga,0.09,0.09,-0.09,0,2,2,0.44,2
anzk8a183bh3gf3gcuz0v0tuc,2025-2026,LaLiga,0.09,0.09,-0.09,0,1,1,0.0,0
8921la7pznfjc4e69ul2pqmms,2025-2026,LaLiga,0.09,0.09,-0.09,0,2,2,0.0,0
1av9mmv19jwvc4xdr0p9owyxh,2025-2026,LaLiga,0.09,0.09,-0.09,0,2,2,0.03,1
81fw03v34t2u3xnwq5gpdbpck,2025-2026,LaLiga,0.09,0.09,-0.09,0,3,3,0.08,2
5soi8e2hlk77rlsbsl76hg3xl,2025-2026,LaLiga,0.08,0.08,-0.08,0,2,2,0.06,1
9rtfwu0z7qtk1kglenp2vm13o,2025-2026,LaLiga,0.08,0.08,-0.08,0,2,2,0.42,4
35i9zcb2szve0ydjga9qnj384,2025-2026,LaLiga,0.08,0.08,-0.08,0,2,2,0.11,2
1zpt144smsq4ggjpvfhq55udw,2025-2026,LaLiga,0.08,0.08,-0.08,0,2,2,0.0,0
6gruusc463fdln5uz1uzhne8l,2025-2026,LaLiga,0.08,0.08,-0.08,0,2,2,0.0,0
676ehh6cwla4o9igey7qr1uqd,2025-2026,LaLiga,0.07,0.07,-0.07,0,1,1,0.13,3
c29mprqv2ulztd22b6uckczx1,2025-2026,LaLiga,0.07,0.07,-0.07,0,2,2,1.85,23
3ub05nnpt9o7s387z6oj8vf56,2025-2026,LaLiga,0.07,0.07,-0.07,0,2,2,0.53,5
7duip0fhdb8lce5x0tgq2257t,2025-2026,LaLiga,0.07,0.07,-0.07,0,1,1,0.0,0
c2z40s3jlj0xsyoihce3ksdbe,2025-2026,LaLiga,0.07,0.07,-0.07,0,2,2,0.08,2
9462218yklkts6mod3cbfryz9,2025-2026,LaLiga,0.07,0.07,-0.07,0,2,2,0.05,1
b8yk8yve4u39s9gjjvedzf6l0,2025-2026,LaLiga,0.07,0.07,-0.07,0,1,1,0.01,1
2spn42sn73gxwyt6ucobiknl6,2025-2026,LaLiga,0.07,0.07,-0.07,0,2,2,0.0,0
c60m17adgxbewkrzizwtzd91w,2025-2026,LaLiga,0.06,0.06,-0.06,0,2,2,2.71,31
bj7ybt2wtu63dxlhnlcy9vdas,2025-2026,LaLiga,0.06,0.06,-0.06,0,2,2,0.0,0
3b1t1bhcalqyj33n6zer7o86i,2025-2026,LaLiga,0.06,0.06,-0.06,0,1,1,0.04,1
a2k7c99py1zab3qa0i0pjy590,2025-2026,LaLiga,0.06,0.06,-0.06,0,1,1,0.0,0
b3xdln1shzyzwkhzdmbb2fqax,2025-2026,LaLiga,0.06,0.06,-0.06,0,2,2,0.05,1
c3f7tpb57qho5z9agsxtcopas,2025-2026,LaLiga,0.06,0.06,-0.06,0,1,1,0.0,0
370bp4zp3mxe27rtx3gwhcems,2025-2026,LaLiga,0.05,0.05,-0.05,0,1,1,0.07,1
3vp8awfs73xgrh2krs24w6up5,2025-2026,LaLiga,0.05,0.05,-0.05,0,1,1,0.04,1
72teeil638lx1xlg6htlkt1qs,2025-2026,LaLiga,0.05,0.05,-0.05,0,1,1,0.0,0
bzq3430ybx8y4n09hgqtxkt90,2025-2026,LaLiga,0.04,0.04,-0.04,0,1,1,0.0,0
cd0w7dewgwkiiqkg0jty8ae50,2025-2026,LaLiga,0.04,0.04,-0.04,0,1,1,0.63,6
5ayo0fp6wod7cqg71e38zdz4k,2025-2026,LaLiga,0.04,0.04,-0.04,0,1,1,0.2,4
9e7b5cm66oxf26fmp33yuppsl,2025-2026,LaLiga,0.04,0.04,-0.04,0,1,1,0.04,1
9mh4ven84dualv113vxinqn10,2025-2026,LaLiga,0.04,0.04,-0.04,0,1,1,0.85,7
6g7i7z6m8vts105dny1g6z3hm,2025-2026,LaLiga,0.04,0.04,-0.04,0,1,1,0.07,2
2hgczqjd0r748ye3zmqm0am1g,2025-2026,LaLiga,0.04,0.04,-0.04,0,1,1,0.0,0
asvxbmdd5j5tlz2fo1jpcrrx0,2025-2026,LaLiga,0.04,0.04,-0.04,0,1,1,0.03,2
2qwc38fv5xdlro7ljyvihmmtw,2025-2026,LaLiga,0.04,0.04,-0.04,0,1,1,0.0,0
8kb4bpoflaz0yy6m746jdbb4k,2025-2026,LaLiga,0.04,0.04,-0.04,0,1,1,0.0,0
4ho3e7wi6z5tq8g87l8tjtwtm,2025-2026,LaLiga,0.04,0.04,-0.04,0,1,1,0.04,1
18mddnpa54ygoaefaj0c5obf9,2025-2026,LaLiga,0.03,0.03,-0.03,0,1,1,0.08,2
ligleescbvmylb6qejczd6ok,2025-2026,LaLiga,0.03,0.03,-0.03,0,1,1,0.0,0
2tm16w51ewqjgabmx93rettsk,2025-2026,LaLiga,0.03,0.03,-0.03,0,1,1,0.0,0
cczre91rv404v648514qs00es,2025-2026,LaLiga,0.03,0.03,-0.03,0,1,1,0.0,0
5oto675vo4ugk7nm22q4vkhsk,2025-2026,LaLiga,0.03,0.03,-0.03,0,1,1,0.38,1
a8g1nr2nrtkbm34v91bhz44d0,2025-2026,LaLiga,0.03,0.03,-0.03,0,1,1,0.0,0
1df6vkt0yostndfiypbily0np,2025-2026,LaLiga,0.03,0.03,-0.03,0,1,1,0.03,1
a5sz66h4t5kg1umvtth785jis,2025-2026,LaLiga,0.03,0.03,-0.03,0,1,1,0.0,0
352ywlfcjt329s7etjn4rkui2,2025-2026,LaLiga,0.03,0.03,-0.03,0,1,1,0.03,1
7h0b81yjiiu356rycsakgd0yc,2025-2026,LaLiga,0.02,0.02,-0.02,0,1,1,2.21,24
bvw1jgmhfyc896gfi6uj0skwl,2025-2026,LaLiga,0.02,0.02,-0.02,0,1,1,0.51,4
7x2c4pr7hvku5zp0dnjcpy0yy,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,1.39,13
bahph7009sc73jl6s2bramn6d,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.11,2
6ddxujeb3873j5evwiz8n4wt0,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.05,1
w503zyr8ipyobglth281uklx,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.5,4
2f49etxdi4l2tsobpmsg5i5pm,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.07,1
4mxx1oxkiexm0ha34utcmb17t,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.42,3
3pxte13sf3ybzb3cgvim1tqtw,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.03,1
609aarpl34780k5mkkwluvjf8,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.06,1
7jtc6yk5xu4cm1an97wrgozbp,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.06,2
9h6xf4ac4rpsjpummcdx26z9,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.19,5
6crmq7vzqts58wg196q48sc7p,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.31,1
1j75xt37w8q04ixbyjwhtfh05,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.65,7
f1e3gi3dx3er2vz7loriw6e39,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.47,5
d1k9hj2ovhxue46mbdxy7wp3o,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.09,2
eb3ci3a120om80v80mobsus8a,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.25,6
coiof0pcf90xmyoea9ktrdn9w,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.09,1
4vlurpsi44g09g159t61u83bp,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.14,3
1fcmd6qaiira468e8mph4sis4,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.09,1
a0810cmxke3zmwaqj31bo15hw,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.04,1
5qh2kdatvb03o8oiqvkaaxje2,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.09,2
c7i0lduij4vsnluxisdnaxsk5,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.07,2
6wplm29z7qxxmujyc2ml19gix,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.25,1
3r8kqt2bz34yw8e2h4jdp96hg,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.3,2
9wwzjoc2bl80vct0meb6v5yqc,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.07,1
1tctbwsidibct7wphjgv8mdm2,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.03,1
8rgy29sd9okehwq8bzyb3v0t1,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.21,5
uzzq2p3s1qnb3wv1pee3mcph,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.15,2
6q341ss6es4r2m1o5s5e80nbo,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.07,2
c44zop1hvob3cmgu2grj8m0yy,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.03,1
routhh0ialijcg3egagouig9,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.05,1
vota9gwygxp3wc998tl7ldxx,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.08,2
2pdz9y2nbrc1dnfkskrostn2s,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.04,1
et72bvivn2sh4gq9lb2fbsm50,2025-2026,LaLiga,0.0,0.0,0.0,0,0,0,0.08,2
c9pmcoyzgtgcnlc63cl4283bp,2025-2026,Ligue 1,12.25,11.46,-0.46,11,60,59,2.03,19
f12l40tkknok5cqitoacfdsve,2025-2026,Ligue 1,14.3,11.16,5.84,17,82,78,1.84,19
actvnm36s31zf8wh8hjikzlqt,2025-2026,Ligue 1,11.1,11.1,-2.1,9,52,52,4.89,29
d1p2ke2ry7g9zfjfh93xmjvxm,2025-2026,Ligue 1,12.94,10.58,-4.58,6,74,71,4.13,28
edti8t30h7ukwi3wqlzaczje1,2025-2026,Ligue 1,12.05,9.7,0.3,10,72,69,1.7,18
a71n80h977h7fu99ftnri5zsa,2025-2026,Ligue 1,9.64,9.64,0.36,10,65,65,5.81,43
7h28voyog9dhvitn6hj1omhh,2025-2026,Ligue 1,10.08,9.3,-0.3,9,55,54,4.38,25
1m5ng39pgvlwgo6dci8gtwphw,2025-2026,Ligue 1,13.93,9.22,1.78,11,59,53,1.97,19
am0pcyvtaws1i69jt09dgnsnp,2025-2026,Ligue 1,8.88,8.88,-0.88,8,54,54,1.88,34
2branork7cntloew47tif7das,2025-2026,Ligue 1,10.0,8.43,-2.43,6,66,64,3.95,35
aujgya83jg4eylvm7hjjbbasq,2025-2026,Ligue 1,11.49,8.34,-1.34,7,89,85,4.2,39
8shwa0k28rt5duyrhuqza1hhx,2025-2026,Ligue 1,10.15,7.79,0.21,8,71,68,8.39,80
dkve6gf309h5tglwawqx8mlzp,2025-2026,Ligue 1,7.79,7.79,0.21,8,36,36,1.26,15
1py4bk2ik16w8lil31bghq99m,2025-2026,Ligue 1,8.45,7.67,-1.67,6,85,84,3.3,35
d68byfvk16giaur32gqwpwded,2025-2026,Ligue 1,9.81,7.46,1.54,9,49,46,4.32,36
58vrddf0ws30ev8rrkjpkkrxm,2025-2026,Ligue 1,7.46,7.46,3.54,11,42,42,2.42,17
9yr3pfa15sb0lljanpcer15p0,2025-2026,Ligue 1,7.38,7.38,-1.38,6,52,52,1.13,17
1ky09avsu2ndb4onl10pyo1zo,2025-2026,Ligue 1,7.36,7.36,0.64,8,38,38,1.58,23
9t0jh9kfw1225c8hoj0pu8cbu,2025-2026,Ligue 1,7.14,7.14,0.86,8,49,49,4.47,50
9v4l7ic3ve6d22c0gs9p1oe3u,2025-2026,Ligue 1,8.66,7.08,-2.08,5,57,55,1.55,16
8vlfwoquq3v68mb9ax1pk5fkk,2025-2026,Ligue 1,7.6,6.81,2.19,9,44,43,0.47,5
308krssmz6irpfntht1ka78tm,2025-2026,Ligue 1,9.8,6.65,0.35,7,39,35,1.43,15
4zy4d60v2qmaplm9xbe51y1gp,2025-2026,Ligue 1,7.38,6.59,0.41,7,65,64,4.38,34
6kicom9a3lzp49urle78bevl6,2025-2026,Ligue 1,12.75,6.47,3.53,10,112,104,6.6,59
8vhjmcgjbzpzd4vv3zb945p1w,2025-2026,Ligue 1,6.47,6.47,-0.47,6,48,48,4.57,44
dzv5f93w5fsnfzohaev6e3rx0,2025-2026,Ligue 1,7.12,6.33,0.67,7,55,54,3.1,30
c8u45gxriyq1rup5fpr30xrdh,2025-2026,Ligue 1,6.17,6.17,-3.17,3,43,43,7.25,90
f3zl8ymo5ttze20sffzk044q1,2025-2026,Ligue 1,6.09,6.09,-3.09,3,62,62,2.88,33
14qv8npo5alwnb5dud8x82ln8,2025-2026,Ligue 1,6.65,5.86,-1.86,4,48,47,3.16,24
5hsayz8xx43z84ounubrnt91w,2025-2026,Ligue 1,5.85,5.85,-0.85,5,23,23,1.22,13
6u2ob6fv950r1qve8uejkq2uh,2025-2026,Ligue 1,5.73,5.73,1.27,7,35,35,3.13,31
1dump3yzfngv69uva351fexw4,2025-2026,Ligue 1,5.7,5.7,-0.7,5,36,36,0.16,3
92x4ssmd4sq2upjn0dyws5wq1,2025-2026,Ligue 1,6.37,5.58,-0.58,5,30,29,0.91,12
1mf7tr17fqnddm23nx1z1tsh6,2025-2026,Ligue 1,6.3,5.51,-3.51,2,59,58,3.37,25
5xswuoacpzuco82mmu00gjyms,2025-2026,Ligue 1,7.0,5.43,2.57,8,56,54,4.62,47
ez9zc94k1nj4qxjf2hrvj5dgq,2025-2026,Ligue 1,5.24,5.24,2.76,8,57,57,3.7,56
ct32113pfx5q9avf2c0x208ru,2025-2026,Ligue 1,6.64,5.07,0.93,6,50,48,3.21,33
a67xx4g0dvxgvnqn86taup9ii,2025-2026,Ligue 1,5.81,5.02,-1.02,4,28,27,0.89,10
5qpyf80if6m1o5vkwf1yt034l,2025-2026,Ligue 1,5.02,5.02,-3.02,2,42,42,1.18,16
ckt75xb064etqh7aep6k5pfqh,2025-2026,Ligue 1,5.69,4.9,-0.9,4,29,28,0.38,6
5awkzgwwh48prwgvxwewuc5hx,2025-2026,Ligue 1,8.0,4.86,-0.86,4,40,36,1.5,17
e0cy0gwf04lohf0xjef0af8fe,2025-2026,Ligue 1,4.78,4.78,1.22,6,52,52,2.32,32
bndkgzdolm2c3iteenkv8s3it,2025-2026,Ligue 1,5.34,4.56,-0.56,4,38,37,0.52,11
d7xmdbhg68ygcowv6pdofgvyt,2025-2026,Ligue 1,4.5,4.5,-3.5,1,46,46,10.28,55
f5lfo1hz7u5bk494w53arcacq,2025-2026,Ligue 1,4.48,4.48,0.52,5,27,27,1.46,9
5ikeslw81x2em97k79crmhh0q,2025-2026,Ligue 1,4.44,4.44,-0.44,4,34,34,5.16,43
5vznxxfbteooxk2dd2ws76xhw,2025-2026,Ligue 1,4.29,4.29,-0.29,4,29,29,3.78,22
ckaqxlw257qzj8vjdumvwbaad,2025-2026,Ligue 1,6.53,4.17,3.83,8,45,42,4.85,45
4yxo8gwnou3m7jh6ph8lkuw44,2025-2026,Ligue 1,4.13,4.13,0.87,5,30,30,1.92,12
54mv7lufwxcy2gih8owyr00lw,2025-2026,Ligue 1,4.12,4.12,-0.12,4,35,35,3.36,38
8gkexxgf3pypshhqwg6ibp7o4,2025-2026,Ligue 1,4.0,4.0,1.0,5,40,40,3.65,25
28x7i681wkjueanvkevew3bh1,2025-2026,Ligue 1,3.93,3.93,1.07,5,34,34,1.45,23
144jdrezcfwd4uh3sk7zhtizu,2025-2026,Ligue 1,3.81,3.81,1.19,5,16,16,1.67,16
a8pgjuz5yrbxyf1t905gj327d,2025-2026,Ligue 1,3.73,3.73,2.27,6,59,59,4.03,33
5l02insq2xjtf3dhna970modl,2025-2026,Ligue 1,6.84,3.7,2.3,6,49,45,4.97,61
d89utbh576jnm3r5sh108ikx6,2025-2026,Ligue 1,3.66,3.66,0.34,4,17,17,0.36,2
8qmm84tue6kuz8e5nhhdhmz8p,2025-2026,Ligue 1,3.63,3.63,0.37,4,16,16,0.26,5
ezypzfpdtmxt3e32bq4qesvtg,2025-2026,Ligue 1,3.62,3.62,-0.62,3,22,22,0.58,4
aarmpoi343teu4medudpl49ka,2025-2026,Ligue 1,3.58,3.58,-0.58,3,37,37,0.58,10
3z78ekfyusr4tss72cax4904p,2025-2026,Ligue 1,4.19,3.4,1.6,5,33,32,0.84,10
16y1xq863thdd4bxyoe7u2221,2025-2026,Ligue 1,4.16,3.38,-2.38,1,27,26,2.67,22
4zxrdmwphkxvkvo6bt30uanrp,2025-2026,Ligue 1,3.36,3.36,-0.36,3,43,43,3.32,43
duuan2ogcypv8ftmnypoed3sa,2025-2026,Ligue 1,3.35,3.35,0.65,4,34,34,2.83,32
16idj1wxzcbvuaov5duvpqhyi,2025-2026,Ligue 1,4.11,3.32,0.68,4,23,22,0.92,6
7g28h82kt29y8zrg44xytw1jp,2025-2026,Ligue 1,4.08,3.29,-0.29,3,15,14,0.8,8
20eqyvyrgtafzssdh0zaehdsk,2025-2026,Ligue 1,3.27,3.27,-0.27,3,23,23,2.01,22
b5cqy1xamdj38bh87gvz4iac5,2025-2026,Ligue 1,3.27,3.27,-0.27,3,23,23,2.22,12
bby7fmthsys2h60mp0w93gqqy,2025-2026,Ligue 1,3.17,3.17,-3.17,0,22,22,0.43,4
33jtnv5kyzyw1it7y9czhn4a2,2025-2026,Ligue 1,3.14,3.14,-1.14,2,16,16,0.63,6
co59rv08x22hk5itwibbwq191,2025-2026,Ligue 1,7.02,3.1,-0.1,3,43,38,4.4,61
36ylt0kjn7t0vajmelu4mbazu,2025-2026,Ligue 1,3.1,3.1,-1.1,2,29,29,0.7,11
d3y4csfpvhzcowlusw9xe32eh,2025-2026,Ligue 1,3.08,3.08,0.92,4,35,35,0.91,8
1cc4xhk65qvo9h3t7glirqm8k,2025-2026,Ligue 1,3.08,3.08,0.92,4,32,32,1.73,12
csvqjyuk06gzvjm408513nydx,2025-2026,Ligue 1,3.03,3.03,-0.03,3,21,21,1.73,10
bj37ny1s1gbbe4wrgyz1wag9h,2025-2026,Ligue 1,3.01,3.01,-1.01,2,31,31,0.33,6
4nzndhd2pnky4szpunvlyxs2y,2025-2026,Ligue 1,3.78,3.0,-1.0,2,32,31,2.41,27
1vr896w03yky9kmu8x5tjkicp,2025-2026,Ligue 1,3.0,3.0,-1.0,2,27,27,1.59,23
btfanvej91yogqzfml4vmsmei,2025-2026,Ligue 1,2.99,2.99,-0.99,2,19,19,2.81,23
8ipqhvaekpinqwwgb4eo0g6qc,2025-2026,Ligue 1,2.94,2.94,-1.94,1,21,21,1.01,10
6tedvat245ajkir9c4035i0np,2025-2026,Ligue 1,2.93,2.93,0.07,3,33,33,4.32,34
83evua9m8h632hbwsuysq88b8,2025-2026,Ligue 1,2.92,2.92,2.08,5,23,23,0.78,4
60no437awq8i5th7nlffh3dn9,2025-2026,Ligue 1,2.9,2.9,1.1,4,36,36,1.49,25
27u1slmp5wrly9oc6ju7ya87o,2025-2026,Ligue 1,2.88,2.88,1.12,4,28,28,0.65,7
cngitl9unybpxpdle1nlc5qms,2025-2026,Ligue 1,2.86,2.86,0.14,3,51,51,2.12,41
7lne09mf2putbltcoxorsw6sq,2025-2026,Ligue 1,2.85,2.85,0.15,3,21,21,3.22,22
d3dv3vc71981v5oems59892sq,2025-2026,Ligue 1,3.58,2.8,0.2,3,30,29,4.97,33
1qcj2upaz0xa98zkc835djo8a,2025-2026,Ligue 1,2.8,2.8,0.2,3,32,32,1.08,8
36yupk7p1vks4dbguw53xhucp,2025-2026,Ligue 1,2.79,2.79,0.21,3,27,27,2.47,25
4hhwub45239nculr9sowalr10,2025-2026,Ligue 1,2.76,2.76,1.24,4,37,37,5.56,34
1au9xpmimbyr1jceidcy6v7kk,2025-2026,Ligue 1,2.76,2.76,-0.76,2,27,27,6.65,45
9yfnfwqog4y572aoe2iztnbv9,2025-2026,Ligue 1,4.33,2.76,0.24,3,44,42,5.8,49
32eyq4xvy8s1ng11jnavvh32t,2025-2026,Ligue 1,2.72,2.72,1.28,4,15,15,0.84,5
2igz499o21aihmkugktp3nyms,2025-2026,Ligue 1,2.67,2.67,-0.67,2,19,19,1.4,10
8b3igmuipfhfzm39ack89de96,2025-2026,Ligue 1,2.65,2.65,0.35,3,37,37,5.54,57
2xpoljxhc1nnjveb06ipqvpt6,2025-2026,Ligue 1,2.61,2.61,0.39,3,20,20,1.76,17
1gfomo3mo11cttdhprm1jtp0,2025-2026,Ligue 1,2.61,2.61,-0.61,2,27,27,1.79,7
avrytipllm79xl3g4lf6si5wq,2025-2026,Ligue 1,2.6,2.6,-0.6,2,36,36,2.32,23
9ov7tj31hixo7xp0tfffuhpn8,2025-2026,Ligue 1,2.59,2.59,-1.59,1,20,20,0.74,17
df5no35i3gkh7mfv2x4j96eol,2025-2026,Ligue 1,2.53,2.53,0.47,3,16,16,0.58,5
929ho421g2zacylfc97m23uac,2025-2026,Ligue 1,2.44,2.44,2.56,5,26,26,1.21,12
5vvhwzxwq395q3welimok3uqy,2025-2026,Ligue 1,2.42,2.42,-0.42,2,33,33,1.91,14
ctq9si3nbc6n8cznhlcvtixd6,2025-2026,Ligue 1,2.33,2.33,-0.33,2,13,13,0.76,12
e5xxqwz0sdlwkkmp8bgs1k6w9,2025-2026,Ligue 1,2.32,2.32,-0.32,2,27,27,3.74,32
cv6hc8tikw5u6l56j02rfqaga,2025-2026,Ligue 1,2.3,2.3,-1.3,1,26,26,1.61,12
3r9qvhedhr1o6zm6c5l4alkpg,2025-2026,Ligue 1,2.28,2.28,-2.28,0,18,18,0.7,7
