root_folder,liga,temporada,equipo,equipo_folder,id,nombre,posicion,dorsal,Fifty Fifty,Shots Off Target (inc woodwork),GK Successful Distribution,Goals Conceded Inside Box,Attempts from Set Pieces,Corners Taken (incl short corners),Goals,Ground Duels,Total Tackles,Unsuccessful Corners into Box,Aerial Duels,Goals from Inside Box,Backward Passes,Total Unsuccessful Passes ( Excl Crosses & Corners ),Duels,Successful Fifty Fifty,Successful Open Play Passes,Ground Duels lost,Index,Throw Ins to Opposition Player,Total Losses Of Possession,Key Passes (Attempt Assists),Duels won,Aerial Duels won,Tackles Lost,Total Fouls Won,Touches,Rightside Passes,Tackles Won,Starts,Leftside Passes,Open Play Passes,Recoveries,Time Played,Total Shots,Total Clearances,Successful Passes Opposition Half,Successful Corners into Box,Assists (Intentional),Unsuccessful Crosses open play,Aerial Duels lost,Goals Conceded Outside Box,Goal Assists,Duels lost,Unsuccessful Short Passes,Unsuccessful Crosses & Corners,Successful Crosses open play,Total Touches In Opposition Box,Unsuccessful Dribbles,Blocked Shots,Successful Long Passes,Shots On Target ( inc goals ),Substitute Off,Throw Ins to Own Player,Unsuccessful Launches,PutThrough/Blocked Distribution Won,Clean Sheets,Unsuccessful Long Passes,Foul Attempted Tackle,Goals Conceded,Appearances,Successful Launches,Unsuccessful Passes Own Half,Forward Passes,Successful Short Passes,Ground Duels won,Successful Passes Own Half,Successful Lay-offs,Games Played,Corners Won,Unsuccessful Passes Opposition Half,Blocks,Interceptions,Total Successful Passes ( Excl Crosses & Corners ) ,Successful Dribbles,PutThrough/Blocked Distribution,Left Foot Goals,Offsides,Through balls,Times Tackled,Total Passes,Total Fouls Conceded,Yellow Cards,Successful Crosses & Corners,Home Goals,Away Goals,Winning Goal,Unsuccessful lay-offs,Right Foot Goals,Handballs conceded,Substitute On,Hit Woodwork,Headed Goals,Second Goal Assists,Penalty Goals Conceded,Goals from Outside Box,Penalties Taken,Penalty Goals,Penalties Off Target,Foul Won Penalty,Other Goals,Clearances Off the Line,Catches,Saves made - caught,Saves Made,GK Unsuccessful Distribution,Saves Made from Outside Box,Punches,Saves made - parried,Drops,Saves Made from Inside Box,Saves from Penalty,Penalties Faced,Penalties Saved,Total Red Cards,Penalties Conceded,Straight Red Cards,Last Man Tackle,Own Goal Scored,Goalkeeper Smother,Red Cards - 2nd Yellow,Set Pieces Goals,Crosses not Claimed,Carries,Final Third Touches,Goals Openplay,Overruns,Progressive Carries,Total Big Chances Created,Total Big Chances Missed,Total Big Chances Scored,Goal Kicks,Last Player Tackle,Total Big Chances Saved
testeo_ligas_europa,Eredivisie,2024-2025,Almere City FC,Almere_City_FC,38lliiythohnhgaxf0g9sstlh,M. Martins,Defender,27,,4.0,,12.0,,,1.0,42.0,15.0,,32.0,1.0,61.0,45.0,74.0,,220.0,16.0,10.0,9.0,72.0,7.0,45.0,19.0,2.0,9.0,453.0,20.0,13.0,8.0,91.0,265.0,36.0,794.0,5.0,36.0,108.0,,,7.0,13.0,7.0,,29.0,31.0,7.0,6.0,17.0,3.0,1.0,8.0,1.0,1.0,40.0,9.0,4.0,1.0,14.0,4.0,19.0,12.0,4.0,17.0,95.0,214.0,26.0,120.0,,12.0,3.0,35.0,3.0,13.0,222.0,3.0,11.0,,,,5.0,267.0,7.0,1.0,6.0,0.0,1.0,0.0,,,,4.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,Almere City FC,Almere_City_FC,8myodzknd15rtb6pwskgsdkpg,M. Mateyo,Goalkeeper,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,Almere City FC,Almere_City_FC,3hgvz4if17suodevp5jubb8fe,F. Mattoir,Forward,24,,,,4.0,,3.0,,46.0,5.0,2.0,9.0,,21.0,21.0,55.0,,54.0,29.0,40.0,1.0,66.0,3.0,20.0,3.0,3.0,5.0,157.0,17.0,2.0,2.0,12.0,74.0,18.0,276.0,1.0,3.0,34.0,1.0,,4.0,6.0,1.0,,35.0,18.0,7.0,,12.0,13.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,,3.0,1.0,5.0,11.0,,4.0,25.0,53.0,17.0,21.0,2.0,11.0,1.0,24.0,1.0,2.0,54.0,7.0,7.0,,,,23.0,75.0,3.0,,1.0,,,0.0,,,,9.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,Almere City FC,Almere_City_FC,5leej1ji11foystzd1xj4q961,A. Nalić,Midfielder,16,,8.0,,14.0,,3.0,1.0,79.0,12.0,1.0,36.0,1.0,55.0,56.0,115.0,,152.0,43.0,22.0,,133.0,5.0,45.0,9.0,2.0,7.0,394.0,58.0,10.0,7.0,56.0,207.0,37.0,687.0,12.0,3.0,94.0,1.0,,13.0,27.0,2.0,,70.0,50.0,14.0,1.0,21.0,11.0,4.0,8.0,4.0,6.0,1.0,2.0,5.0,,6.0,3.0,16.0,22.0,1.0,19.0,43.0,148.0,36.0,64.0,9.0,22.0,4.0,51.0,1.0,10.0,156.0,17.0,15.0,,,,25.0,212.0,12.0,2.0,2.0,1.0,0.0,1.0,5.0,1.0,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,Almere City FC,Almere_City_FC,9o41me3111mj3zl4lxqqhvod0,J. Pinas,Defender,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,Almere City FC,Almere_City_FC,1max3sz880rfqxbndp59vkzys,E. Poku,Forward,39,,,,7.0,,,,16.0,1.0,,7.0,,1.0,5.0,23.0,,6.0,12.0,8.0,,20.0,1.0,6.0,2.0,1.0,,46.0,6.0,,,2.0,11.0,3.0,141.0,1.0,2.0,6.0,,,,5.0,1.0,,17.0,4.0,,,8.0,2.0,1.0,,1.0,,,,4.0,,1.0,2.0,8.0,4.0,,,4.0,8.0,4.0,2.0,1.0,4.0,,5.0,,,8.0,3.0,4.0,,,,5.0,13.0,3.0,1.0,,,,0.0,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,Almere City FC,Almere_City_FC,4ec40i4yr2azl68lxzvj2rbsa,R. Providence,Forward,7,,3.0,,11.0,,1.0,,54.0,5.0,1.0,21.0,,46.0,32.0,75.0,,88.0,34.0,10.0,,76.0,5.0,25.0,5.0,1.0,8.0,222.0,35.0,4.0,3.0,19.0,120.0,24.0,508.0,5.0,3.0,63.0,,,8.0,16.0,1.0,2.0,50.0,30.0,9.0,4.0,13.0,5.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,,2.0,5.0,12.0,22.0,,11.0,22.0,88.0,20.0,31.0,5.0,22.0,4.0,30.0,,2.0,90.0,7.0,10.0,,1.0,,17.0,122.0,11.0,2.0,4.0,,,0.0,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,Almere City FC,Almere_City_FC,bd4rr8l425ard803x39ju1ppm,J. Puriël,Forward,37,,,,4.0,,,,1.0,1.0,,,,,,1.0,,2.0,,10.0,,1.0,,1.0,,1.0,,5.0,1.0,,,,2.0,2.0,24.0,,,,,,,,,,,,,,,,,,,,,,1.0,,,,4.0,1.0,,,1.0,2.0,1.0,2.0,,1.0,,,,,2.0,,1.0,,,,,2.0,,,,,,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,Almere City FC,Almere_City_FC,ab8p14hbfeph28j3ig36nzob9,T. Receveur,Midfielder,28,,,,4.0,,,,17.0,7.0,,5.0,,8.0,9.0,22.0,,32.0,9.0,10.0,,14.0,,11.0,3.0,2.0,1.0,69.0,8.0,5.0,1.0,7.0,41.0,3.0,131.0,1.0,4.0,17.0,,,,2.0,3.0,,11.0,8.0,,,2.0,1.0,,1.0,1.0,1.0,2.0,,1.0,,1.0,6.0,7.0,4.0,,3.0,19.0,32.0,8.0,16.0,2.0,4.0,,6.0,,2.0,33.0,,1.0,,,,1.0,42.0,6.0,,,,,0.0,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,Almere City FC,Almere_City_FC,d1dq7upxtawnps3wljz6wf9jo,S. Resink,Midfielder,8,,14.0,,44.0,1.0,1.0,5.0,280.0,98.0,1.0,79.0,3.0,156.0,251.0,359.0,,925.0,116.0,56.0,1.0,357.0,14.0,214.0,50.0,31.0,25.0,1712.0,321.0,67.0,28.0,250.0,1175.0,137.0,2370.0,31.0,56.0,528.0,,2.0,12.0,29.0,6.0,2.0,145.0,179.0,14.0,6.0,32.0,22.0,11.0,32.0,17.0,8.0,4.0,40.0,36.0,5.0,72.0,21.0,50.0,29.0,4.0,59.0,464.0,908.0,164.0,418.0,14.0,29.0,16.0,206.0,9.0,25.0,940.0,41.0,63.0,,,3.0,49.0,1191.0,41.0,8.0,6.0,3.0,2.0,0.0,,3.0,3.0,1.0,,2.0,,3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,Almere City FC,Almere_City_FC,14csdlb8p0tnj6zqrs148ct1w,J. Ritmeester van de Kamp,Midfielder,5,,8.0,,32.0,,,,156.0,51.0,,61.0,,186.0,147.0,217.0,,579.0,63.0,23.0,1.0,199.0,18.0,118.0,25.0,22.0,26.0,1088.0,185.0,29.0,22.0,210.0,726.0,99.0,2006.0,11.0,35.0,318.0,,1.0,6.0,36.0,6.0,1.0,99.0,121.0,6.0,2.0,30.0,9.0,4.0,30.0,3.0,8.0,3.0,21.0,19.0,4.0,26.0,13.0,38.0,26.0,4.0,37.0,184.0,588.0,93.0,302.0,16.0,26.0,3.0,116.0,6.0,32.0,618.0,17.0,32.0,,2.0,,25.0,765.0,24.0,5.0,2.0,,,0.0,1.0,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,3.0,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,Almere City FC,Almere_City_FC,da7xrsi98gdp2ccwckrhmixn9,T. Robinet,Forward,9,,25.0,,36.0,,,2.0,163.0,34.0,,236.0,1.0,135.0,231.0,399.0,,389.0,99.0,1.0,,358.0,29.0,161.0,97.0,13.0,16.0,1052.0,125.0,21.0,32.0,137.0,620.0,73.0,2708.0,40.0,47.0,280.0,,1.0,15.0,139.0,13.0,2.0,238.0,216.0,15.0,6.0,133.0,15.0,11.0,14.0,15.0,5.0,1.0,8.0,20.0,6.0,15.0,19.0,49.0,32.0,3.0,52.0,238.0,390.0,64.0,130.0,21.0,32.0,19.0,194.0,4.0,16.0,404.0,16.0,50.0,1.0,6.0,,56.0,635.0,32.0,4.0,6.0,0.0,2.0,0.0,4.0,1.0,2.0,,,,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,Almere City FC,Almere_City_FC,7m3uhmmzizwmpk64dw750pn11,A. Tahiri,Midfielder,8,,4.0,,28.0,,,,66.0,27.0,,18.0,,129.0,106.0,84.0,,768.0,29.0,10.0,,147.0,12.0,47.0,10.0,13.0,4.0,1100.0,324.0,14.0,23.0,187.0,874.0,82.0,1783.0,5.0,31.0,467.0,,,1.0,8.0,8.0,1.0,37.0,83.0,1.0,2.0,2.0,2.0,2.0,41.0,1.0,19.0,11.0,8.0,8.0,,23.0,2.0,36.0,26.0,4.0,34.0,264.0,757.0,37.0,333.0,13.0,26.0,1.0,73.0,6.0,8.0,798.0,6.0,20.0,,,2.0,16.0,904.0,5.0,1.0,2.0,,,0.0,,,1.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,Almere City FC,Almere_City_FC,den32imqtand3adxbz56l69gq,Visus,Defender,4,,7.0,3.0,26.0,,,1.0,94.0,27.0,,73.0,1.0,80.0,190.0,167.0,,710.0,46.0,10.0,,218.0,5.0,87.0,39.0,6.0,15.0,1277.0,168.0,21.0,23.0,290.0,894.0,90.0,1965.0,11.0,132.0,245.0,,,8.0,34.0,6.0,,80.0,83.0,8.0,1.0,19.0,3.0,,92.0,4.0,6.0,1.0,58.0,10.0,4.0,107.0,14.0,32.0,24.0,10.0,51.0,394.0,650.0,48.0,498.0,1.0,24.0,5.0,147.0,18.0,46.0,742.0,7.0,18.0,,1.0,,4.0,932.0,31.0,5.0,1.0,0.0,1.0,0.0,,,,1.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,2.0,,,,,3.0,,
testeo_ligas_europa,Eredivisie,2024-2025,Almere City FC,Almere_City_FC,5lu889mxo0j4ixnp07eah463t,J. Wendlinger,Goalkeeper,29,,,,,,,,,,,,,,4.0,,,,,10.0,,4.0,,,,,,6.0,,,,,1.0,2.0,9.0,,,1.0,,,,,,,,,,,,,,1.0,,,,2.0,,,4.0,,,1.0,1.0,,5.0,,,,,1.0,,4.0,,,1.0,,,,,,,5.0,,,,,,0.0,,,,1.0,,,,,,,,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
testeo_ligas_europa,Eredivisie,2024-2025,Almere City FC,Almere_City_FC,412l28fqhx21ivpcxzn1kpilm,V. Zagaritis,Defender,14,,7.0,,48.0,4.0,40.0,,262.0,46.0,21.0,87.0,,192.0,236.0,349.0,,869.0,128.0,50.0,43.0,556.0,46.0,180.0,46.0,19.0,34.0,2178.0,361.0,27.0,33.0,70.0,1098.0,192.0,2960.0,7.0,102.0,551.0,16.0,2.0,95.0,41.0,14.0,2.0,169.0,168.0,122.0,32.0,38.0,50.0,7.0,54.0,,3.0,251.0,36.0,28.0,7.0,68.0,9.0,62.0,33.0,11.0,65.0,506.0,839.0,134.0,393.0,6.0,33.0,25.0,293.0,6.0,47.0,893.0,54.0,63.0,,2.0,2.0,85.0,1129.0,23.0,4.0,51.0,,,0.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,1.0,
testeo_ligas_europa,Eredivisie,2024-2025,Almere City FC,Almere_City_FC,7ehwmuewuxdyjkgyou4zyjz10,O. de Nijs,Midfielder,32,,1.0,,,,,,7.0,2.0,,2.0,,2.0,4.0,9.0,,8.0,5.0,10.0,,8.0,,3.0,1.0,1.0,,20.0,2.0,1.0,,5.0,12.0,1.0,29.0,1.0,,2.0,,,,1.0,,,6.0,3.0,,,3.0,1.0,,,,,,,,,1.0,,,2.0,,2.0,3.0,8.0,2.0,6.0,,2.0,,2.0,,,8.0,,,,,,3.0,12.0,,,,,,0.0,1.0,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,Almere City FC,Almere_City_FC,e1tlna6dw0zi7vaef52q857o4,J. van der Wilt,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,FC Groningen,FC_Groningen,9080840ngisugqraum27d0us5,L. Bacuna,Defender,7,,14.0,,37.0,8.0,50.0,4.0,117.0,33.0,26.0,54.0,4.0,246.0,222.0,171.0,,801.0,64.0,25.0,34.0,386.0,28.0,80.0,27.0,12.0,9.0,1650.0,93.0,21.0,25.0,381.0,1011.0,104.0,2332.0,28.0,64.0,468.0,15.0,3.0,17.0,27.0,4.0,3.0,91.0,158.0,61.0,7.0,35.0,17.0,8.0,80.0,14.0,6.0,141.0,32.0,22.0,5.0,64.0,7.0,41.0,31.0,11.0,55.0,344.0,762.0,53.0,401.0,18.0,31.0,16.0,228.0,8.0,22.0,842.0,11.0,41.0,,,2.0,29.0,1064.0,20.0,8.0,27.0,3.0,1.0,0.0,,3.0,1.0,6.0,1.0,1.0,,3.0,,4.0,3.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,FC Groningen,FC_Groningen,bb1srepzkbfdfslea12os90d0,D. Baron,Goalkeeper,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,FC Groningen,FC_Groningen,9wwud2tglhtdocmjgl2u5ib6c,T. Blokzijl,Defender,3,,,31.0,34.0,,,1.0,63.0,32.0,,75.0,1.0,120.0,129.0,138.0,,1122.0,24.0,9.0,,138.0,1.0,77.0,38.0,13.0,7.0,1572.0,498.0,19.0,25.0,263.0,1249.0,104.0,2225.0,3.0,121.0,311.0,,,,37.0,5.0,,61.0,93.0,,,11.0,1.0,1.0,53.0,3.0,,1.0,25.0,12.0,5.0,36.0,4.0,39.0,28.0,14.0,47.0,429.0,1128.0,39.0,870.0,1.0,28.0,3.0,82.0,17.0,32.0,1181.0,,17.0,,,,4.0,1310.0,11.0,1.0,,1.0,0.0,0.0,,1.0,,3.0,,,,2.0,,,,,,,,,,,,,,,,,,,,1.0,2.0,1.0,,,,,,,,,,,,,,,31.0,2.0,
testeo_ligas_europa,Eredivisie,2024-2025,FC Groningen,FC_Groningen,58pm13l1cae5x7v5wjl9dukus,S. Bouland,Defender,67,,,,2.0,,,,2.0,,,,,7.0,6.0,2.0,,38.0,2.0,36.0,,6.0,2.0,,,,,47.0,12.0,,,7.0,44.0,2.0,48.0,,1.0,20.0,,,,,,,2.0,4.0,,1.0,,,,1.0,,,1.0,2.0,,,2.0,1.0,2.0,2.0,,2.0,18.0,37.0,,19.0,,2.0,,4.0,,,38.0,,,,,,,44.0,1.0,,1.0,,,0.0,,,,2.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,FC Groningen,FC_Groningen,51amjiu7y5foxpshlwy7dz3mc,N. Eggens,Forward,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,FC Groningen,FC_Groningen,d42wfpzen6mx8db93itndix2h,H. Ekdal,Defender,4,,2.0,,19.0,,,,63.0,25.0,,85.0,,56.0,102.0,148.0,,624.0,25.0,10.0,,113.0,1.0,85.0,47.0,9.0,9.0,943.0,151.0,16.0,14.0,277.0,723.0,47.0,1241.0,3.0,93.0,206.0,,,,38.0,5.0,,63.0,60.0,,,11.0,3.0,,23.0,1.0,1.0,1.0,22.0,7.0,1.0,42.0,4.0,24.0,14.0,6.0,34.0,256.0,615.0,38.0,432.0,1.0,14.0,,68.0,5.0,18.0,638.0,4.0,11.0,,,,5.0,740.0,17.0,2.0,,,,0.0,,,1.0,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,FC Groningen,FC_Groningen,8ledzu9tb7knxqbj7izpk6b6c,N. Emeran,Forward,11,,,,,,2.0,1.0,7.0,2.0,2.0,1.0,,4.0,13.0,8.0,,14.0,4.0,10.0,2.0,24.0,,4.0,1.0,,1.0,59.0,3.0,2.0,,8.0,27.0,3.0,84.0,1.0,1.0,6.0,,,3.0,,1.0,,4.0,11.0,5.0,1.0,2.0,,,,1.0,,7.0,2.0,2.0,,2.0,1.0,1.0,4.0,,6.0,12.0,14.0,3.0,9.0,,4.0,,12.0,,5.0,14.0,,3.0,1.0,,,1.0,27.0,1.0,,1.0,1.0,0.0,0.0,,,,4.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,FC Groningen,FC_Groningen,alxccjq2y6il5yjw108a0axnt,J. Hove,Midfielder,8,,10.0,,26.0,1.0,12.0,,83.0,26.0,7.0,43.0,,131.0,126.0,126.0,,661.0,35.0,299.0,,189.0,12.0,67.0,19.0,12.0,14.0,1070.0,216.0,14.0,20.0,203.0,783.0,67.0,1749.0,20.0,35.0,424.0,3.0,,11.0,24.0,1.0,,59.0,86.0,23.0,2.0,23.0,7.0,10.0,47.0,10.0,2.0,2.0,20.0,15.0,5.0,40.0,7.0,27.0,20.0,3.0,34.0,262.0,639.0,48.0,268.0,27.0,20.0,6.0,115.0,5.0,18.0,686.0,9.0,21.0,,,1.0,18.0,812.0,10.0,,6.0,,,0.0,2.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,FC Groningen,FC_Groningen,cf70r39m2wgbijtw0co5t6yfp,H. Jurjus,Goalkeeper,21,,,10.0,3.0,,,,,,,,,,27.0,,,45.0,,10.0,,27.0,,,,,,96.0,19.0,,2.0,9.0,62.0,12.0,180.0,,4.0,13.0,,,,,,,,1.0,,,,,,14.0,,,,15.0,,,26.0,,3.0,2.0,9.0,3.0,54.0,41.0,,42.0,,2.0,,24.0,,,55.0,,,,,,,82.0,,,,,,0.0,,,,,,,,,,,,,,,,,,4.0,7.0,1.0,,1.0,,3.0,,,,,,,,,1.0,,,,,,,,,,,,13.0,,
testeo_ligas_europa,Eredivisie,2024-2025,FC Groningen,FC_Groningen,9bgq1tfyfzc3wg9pfr8q510k4,D. Kwakman,Midfielder,16,,2.0,,19.0,,2.0,2.0,151.0,34.0,,27.0,2.0,131.0,81.0,178.0,,315.0,67.0,10.0,1.0,160.0,6.0,94.0,10.0,13.0,32.0,661.0,111.0,21.0,15.0,54.0,396.0,68.0,1182.0,7.0,8.0,208.0,,,9.0,17.0,6.0,,84.0,64.0,9.0,2.0,22.0,29.0,8.0,14.0,5.0,11.0,,6.0,15.0,1.0,17.0,7.0,25.0,20.0,,17.0,109.0,310.0,84.0,118.0,14.0,20.0,3.0,73.0,2.0,7.0,324.0,20.0,29.0,1.0,1.0,,46.0,405.0,10.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,5.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,FC Groningen,FC_Groningen,8mvfatole8eg9bzetdte8hus4,R. Leicester,Defender,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,FC Groningen,FC_Groningen,atr4qeq6q4had6xgq4p958ums,M. Mariani,Defender,36,,,,,,,,,,,2.0,,2.0,5.0,2.0,,11.0,,10.0,,5.0,,1.0,1.0,,,18.0,2.0,,,3.0,16.0,5.0,15.0,,2.0,5.0,,,,1.0,,,1.0,5.0,,,1.0,,,1.0,,,,,,,,,,2.0,1.0,2.0,9.0,10.0,,6.0,,2.0,,3.0,,,11.0,,,,,,,16.0,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,FC Groningen,FC_Groningen,5ph43qsw8g2zbm19a2230zfo4,J. Meijster,Goalkeeper,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,FC Groningen,FC_Groningen,ewbakrn2dqmy062scjnz0pecp,Rui Mendes,Forward,27,,,,13.0,,,1.0,35.0,5.0,,21.0,1.0,28.0,29.0,56.0,,62.0,23.0,23.0,1.0,58.0,5.0,18.0,6.0,2.0,4.0,170.0,21.0,3.0,5.0,25.0,91.0,19.0,511.0,3.0,1.0,43.0,,1.0,1.0,15.0,,1.0,38.0,27.0,1.0,,24.0,4.0,4.0,,3.0,4.0,1.0,1.0,5.0,,2.0,4.0,13.0,14.0,,7.0,18.0,63.0,12.0,20.0,7.0,14.0,2.0,23.0,,,63.0,3.0,9.0,1.0,,1.0,12.0,92.0,8.0,3.0,,1.0,0.0,1.0,1.0,,,9.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,FC Groningen,FC_Groningen,9lcrw851dtsyxfaa7o1z28h04,A. Mortensen,Forward,33,,,,,,,,,,,1.0,,1.0,1.0,1.0,,1.0,,10.0,,2.0,,,,,,6.0,,,,1.0,2.0,,8.0,,,1.0,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,2.0,,,,1.0,,,,2.0,,1.0,,,1.0,,,,,,,2.0,,,,,,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
testeo_ligas_europa,Eredivisie,2024-2025,FC Groningen,FC_Groningen,684nd3xjli51z43pbla0mwa21,T. Oosting,Midfielder,25,,6.0,,14.0,,9.0,1.0,57.0,10.0,5.0,27.0,1.0,65.0,57.0,84.0,,160.0,41.0,20.0,,117.0,13.0,26.0,10.0,6.0,4.0,364.0,55.0,4.0,8.0,47.0,216.0,24.0,775.0,13.0,10.0,117.0,3.0,,8.0,17.0,,,58.0,51.0,15.0,,26.0,9.0,,5.0,7.0,6.0,1.0,3.0,6.0,,6.0,8.0,14.0,22.0,1.0,16.0,63.0,168.0,16.0,61.0,9.0,22.0,5.0,56.0,1.0,2.0,173.0,2.0,9.0,,4.0,1.0,20.0,230.0,11.0,,5.0,1.0,0.0,1.0,1.0,1.0,,14.0,2.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
